------------------------------------------------------------------------------
File Creation Date/Time: 22 mars 2023 13:03:00
Block Name: AuxAntPositions1 (SBF)

Sync1,Sync2,CRC,ID,BlockNumber,Revision,Length [B],TOW [s],WNc [w],TOWc [s],N,SBLength [B],NrSV,Error,AmbiguityType,AuxAntID,DeltaEast [m],DeltaNorth [m],DeltaUp [m],EastVel [m/s],NorthVel [m/s],UpVel [m/s]
$,@,55307,5942,5942,0,68,295478.000,2254,295478.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.944,-2.439,-0.046,0.001,0.012,0.005
$,@,14597,5942,5942,0,68,295479.000,2254,295479.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.045,-0.000,0.002,-0.002
$,@,47042,5942,5942,0,68,295480.000,2254,295480.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.046,0.008,0.003,-0.003
$,@,41722,5942,5942,0,68,295481.000,2254,295481.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.944,-2.440,-0.045,-0.002,-0.001,0.004
$,@,5820,5942,5942,0,68,295482.000,2254,295482.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.046,0.005,-0.005,0.002
$,@,48416,5942,5942,0,68,295483.000,2254,295483.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.047,0.003,0.002,-0.005
$,@,9111,5942,5942,0,68,295484.000,2254,295484.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.048,-0.000,0.005,-0.001
$,@,6257,5942,5942,0,68,295485.000,2254,295485.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.047,-0.001,-0.000,-0.002
$,@,32690,5942,5942,0,68,295486.000,2254,295486.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.944,-2.439,-0.046,0.006,0.008,0.003
$,@,63039,5942,5942,0,68,295487.000,2254,295487.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.048,0.004,-0.002,-0.001
$,@,51487,5942,5942,0,68,295488.000,2254,295488.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.046,0.005,0.001,0.002
$,@,7105,5942,5942,0,68,295489.000,2254,295489.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.047,-0.003,-0.004,-0.007
$,@,13211,5942,5942,0,68,295490.000,2254,295490.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.045,0.003,0.003,0.001
$,@,34433,5942,5942,0,68,295491.000,2254,295491.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.046,-0.010,0.020,-0.003
$,@,15864,5942,5942,0,68,295492.000,2254,295492.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.047,0.005,-0.008,0.001
$,@,25403,5942,5942,0,68,295493.000,2254,295493.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.046,0.002,0.002,0.001
$,@,36413,5942,5942,0,68,295494.000,2254,295494.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.046,-0.004,0.001,0.003
$,@,8235,5942,5942,0,68,295495.000,2254,295495.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.045,0.001,-0.008,0.005
$,@,63056,5942,5942,0,68,295496.000,2254,295496.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.436,-0.046,-0.002,-0.003,-0.004
$,@,32291,5942,5942,0,68,295497.000,2254,295497.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.944,-2.437,-0.045,-0.001,-0.007,0.009
$,@,36837,5942,5942,0,68,295498.000,2254,295498.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.045,-0.002,0.008,-0.002
$,@,37224,5942,5942,0,68,295499.000,2254,295499.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.046,-0.000,-0.001,0.005
$,@,1058,5942,5942,0,68,295500.000,2254,295500.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.046,0.002,-0.005,-0.002
$,@,31188,5942,5942,0,68,295501.000,2254,295501.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.944,-2.437,-0.045,0.001,0.003,-0.002
$,@,37069,5942,5942,0,68,295502.000,2254,295502.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.944,-2.437,-0.045,-0.001,0.004,-0.000
$,@,55507,5942,5942,0,68,295503.000,2254,295503.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.945,-2.436,-0.045,-0.001,0.009,0.001
$,@,13566,5942,5942,0,68,295504.000,2254,295504.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.044,0.001,-0.005,0.003
$,@,21820,5942,5942,0,68,295505.000,2254,295505.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.046,-0.004,-0.005,-0.006
$,@,65133,5942,5942,0,68,295506.000,2254,295506.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.045,0.003,0.001,0.002
$,@,13046,5942,5942,0,68,295507.000,2254,295507.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.046,0.004,0.002,0.001
$,@,32096,5942,5942,0,68,295508.000,2254,295508.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.944,-2.437,-0.046,-0.002,-0.007,0.006
$,@,17736,5942,5942,0,68,295509.000,2254,295509.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.945,-2.436,-0.047,-0.005,0.002,-0.001
$,@,37028,5942,5942,0,68,295510.000,2254,295510.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.944,-2.437,-0.045,0.007,-0.009,0.005
$,@,17333,5942,5942,0,68,295511.000,2254,295511.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.945,-2.436,-0.046,0.004,-0.004,0.004
$,@,44878,5942,5942,0,68,295512.000,2254,295512.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.046,0.000,0.005,-0.005
$,@,30386,5942,5942,0,68,295513.000,2254,295513.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.944,-2.436,-0.044,-0.002,0.005,0.005
$,@,58270,5942,5942,0,68,295514.000,2254,295514.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.045,0.004,0.001,0.002
$,@,44473,5942,5942,0,68,295515.000,2254,295515.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.945,-2.436,-0.046,-0.006,-0.007,-0.002
$,@,10903,5942,5942,0,68,295516.000,2254,295516.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.943,-2.436,-0.045,0.008,-0.006,0.008
$,@,39708,5942,5942,0,68,295517.000,2254,295517.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.436,-0.047,-0.003,-0.007,-0.004
$,@,30719,5942,5942,0,68,295518.000,2254,295518.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.435,-0.047,0.004,0.003,0.000
$,@,40981,5942,5942,0,68,295519.000,2254,295519.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.436,-0.047,-0.002,-0.011,0.005
$,@,18633,5942,5942,0,68,295520.000,2254,295520.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.435,-0.049,0.001,0.006,-0.004
$,@,48699,5942,5942,0,68,295521.000,2254,295521.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.436,-0.047,-0.004,-0.006,0.003
$,@,6713,5942,5942,0,68,295522.000,2254,295522.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.049,-0.008,0.001,0.001
$,@,64186,5942,5942,0,68,295523.000,2254,295523.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.943,-2.435,-0.046,0.004,0.001,0.002
$,@,36788,5942,5942,0,68,295524.000,2254,295524.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.943,-2.436,-0.046,0.001,-0.003,0.002
$,@,62295,5942,5942,0,68,295525.000,2254,295525.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.435,-0.047,0.005,-0.006,-0.004
$,@,59100,5942,5942,0,68,295526.000,2254,295526.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.434,-0.046,0.005,-0.007,-0.004
$,@,20783,5942,5942,0,68,295527.000,2254,295527.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.433,-0.045,0.001,0.002,0.000
$,@,25945,5942,5942,0,68,295528.000,2254,295528.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.045,-0.003,-0.000,-0.000
$,@,45708,5942,5942,0,68,295529.000,2254,295529.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.046,-0.004,0.010,0.000
$,@,49119,5942,5942,0,68,295530.000,2254,295530.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.047,0.007,-0.013,0.008
$,@,9026,5942,5942,0,68,295531.000,2254,295531.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.047,-0.002,-0.003,0.005
$,@,41985,5942,5942,0,68,295532.000,2254,295532.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.436,-0.048,-0.004,0.002,0.005
$,@,55451,5942,5942,0,68,295533.000,2254,295533.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.047,0.004,-0.006,0.002
$,@,62796,5942,5942,0,68,295534.000,2254,295534.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.050,-0.010,-0.003,-0.005
$,@,44828,5942,5942,0,68,295535.000,2254,295535.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.048,0.002,-0.011,0.006
$,@,10740,5942,5942,0,68,295536.000,2254,295536.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.048,0.002,-0.003,-0.005
$,@,25678,5942,5942,0,68,295537.000,2254,295537.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.436,-0.047,-0.001,0.003,-0.003
$,@,40431,5942,5942,0,68,295538.000,2254,295538.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.045,-0.002,-0.000,0.008
$,@,41682,5942,5942,0,68,295539.000,2254,295539.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.047,-0.005,0.016,-0.004
$,@,22980,5942,5942,0,68,295540.000,2254,295540.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.047,0.000,-0.011,0.002
$,@,50084,5942,5942,0,68,295541.000,2254,295541.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.048,0.000,0.004,0.000
$,@,64645,5942,5942,0,68,295542.000,2254,295542.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.046,-0.006,0.001,0.003
$,@,41040,5942,5942,0,68,295543.000,2254,295543.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.046,-0.004,-0.003,-0.004
$,@,5292,5942,5942,0,68,295544.000,2254,295544.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.047,0.001,-0.010,0.002
$,@,21243,5942,5942,0,68,295545.000,2254,295545.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.436,-0.046,0.003,0.010,-0.002
$,@,34645,5942,5942,0,68,295546.000,2254,295546.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.436,-0.047,-0.002,0.004,-0.005
$,@,53446,5942,5942,0,68,295547.000,2254,295547.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.048,-0.001,0.011,-0.004
$,@,32254,5942,5942,0,68,295548.000,2254,295548.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.435,-0.045,0.002,-0.001,0.004
$,@,39381,5942,5942,0,68,295549.000,2254,295549.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.435,-0.047,0.004,0.000,-0.001
$,@,34934,5942,5942,0,68,295550.000,2254,295550.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.436,-0.046,0.004,-0.004,0.006
$,@,9394,5942,5942,0,68,295551.000,2254,295551.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.437,-0.046,0.003,-0.007,0.001
$,@,50168,5942,5942,0,68,295552.000,2254,295552.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.436,-0.047,-0.001,0.007,0.003
$,@,41708,5942,5942,0,68,295553.000,2254,295553.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.048,-0.004,0.004,0.002
$,@,45321,5942,5942,0,68,295554.000,2254,295554.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.047,-0.006,-0.003,0.002
$,@,62151,5942,5942,0,68,295555.000,2254,295555.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.048,0.004,-0.007,0.004
$,@,60084,5942,5942,0,68,295556.000,2254,295556.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.049,0.005,-0.005,0.002
$,@,23280,5942,5942,0,68,295557.000,2254,295557.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.437,-0.047,0.000,-0.005,0.005
$,@,39821,5942,5942,0,68,295558.000,2254,295558.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.047,0.005,0.001,-0.006
$,@,57870,5942,5942,0,68,295559.000,2254,295559.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.047,-0.004,0.009,0.003
$,@,32351,5942,5942,0,68,295560.000,2254,295560.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.943,-2.438,-0.045,0.006,0.005,0.008
$,@,4383,5942,5942,0,68,295561.000,2254,295561.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.045,0.003,-0.006,-0.000
$,@,39629,5942,5942,0,68,295562.000,2254,295562.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.437,-0.048,0.007,0.005,-0.006
$,@,17994,5942,5942,0,68,295563.000,2254,295563.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.047,0.001,0.005,-0.001
$,@,43025,5942,5942,0,68,295564.000,2254,295564.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.439,-0.047,0.005,-0.002,0.000
$,@,39043,5942,5942,0,68,295565.000,2254,295565.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.048,-0.011,0.003,-0.004
$,@,17410,5942,5942,0,68,295566.000,2254,295566.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.436,-0.050,-0.010,0.002,0.003
$,@,50257,5942,5942,0,68,295567.000,2254,295567.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.049,0.001,0.006,0.005
$,@,45340,5942,5942,0,68,295568.000,2254,295568.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.049,-0.005,0.007,-0.004
$,@,13933,5942,5942,0,68,295569.000,2254,295569.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.436,-0.049,-0.000,0.004,0.001
$,@,52653,5942,5942,0,68,295570.000,2254,295570.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.943,-2.438,-0.050,0.006,-0.006,0.002
$,@,41559,5942,5942,0,68,295571.000,2254,295571.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.437,-0.049,0.004,-0.006,0.002
$,@,44526,5942,5942,0,68,295572.000,2254,295572.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.049,0.000,-0.005,-0.002
$,@,6154,5942,5942,0,68,295573.000,2254,295573.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.049,-0.001,0.002,-0.001
$,@,51014,5942,5942,0,68,295574.000,2254,295574.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.049,0.001,-0.015,-0.000
$,@,62150,5942,5942,0,68,295575.000,2254,295575.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.943,-2.438,-0.048,-0.001,0.006,-0.002
$,@,51460,5942,5942,0,68,295576.000,2254,295576.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.439,-0.048,-0.000,-0.006,0.005
$,@,13980,5942,5942,0,68,295577.000,2254,295577.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.048,-0.014,0.002,0.003
$,@,51578,5942,5942,0,68,295578.000,2254,295578.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.047,-0.007,-0.004,0.001
$,@,18830,5942,5942,0,68,295579.000,2254,295579.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.048,0.006,-0.000,-0.003
$,@,1148,5942,5942,0,68,295580.000,2254,295580.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.047,0.001,-0.001,0.001
$,@,31577,5942,5942,0,68,295581.000,2254,295581.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.047,-0.008,0.007,-0.001
$,@,23599,5942,5942,0,68,295582.000,2254,295582.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.046,-0.004,0.008,-0.001
$,@,44773,5942,5942,0,68,295583.000,2254,295583.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.047,0.002,-0.007,0.005
$,@,15126,5942,5942,0,68,295584.000,2254,295584.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.439,-0.046,-0.005,0.003,0.008
$,@,49441,5942,5942,0,68,295585.000,2254,295585.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.047,0.007,-0.007,0.004
$,@,25209,5942,5942,0,68,295586.000,2254,295586.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.048,-0.005,0.001,0.001
$,@,18438,5942,5942,0,68,295587.000,2254,295587.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.047,0.000,-0.002,0.004
$,@,26316,5942,5942,0,68,295588.000,2254,295588.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.047,0.000,-0.008,0.005
$,@,19936,5942,5942,0,68,295589.000,2254,295589.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.047,-0.002,0.012,0.003
$,@,52477,5942,5942,0,68,295590.000,2254,295590.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.047,-0.001,-0.004,-0.006
$,@,49787,5942,5942,0,68,295591.000,2254,295591.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.047,-0.000,-0.009,0.001
$,@,52512,5942,5942,0,68,295592.000,2254,295592.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.047,-0.002,-0.007,-0.001
$,@,61535,5942,5942,0,68,295593.000,2254,295593.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.045,0.002,-0.004,0.005
$,@,3953,5942,5942,0,68,295594.000,2254,295594.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.046,0.007,0.005,0.002
$,@,62147,5942,5942,0,68,295595.000,2254,295595.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.046,-0.001,0.006,-0.004
$,@,31700,5942,5942,0,68,295596.000,2254,295596.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.046,0.001,-0.001,-0.002
$,@,49094,5942,5942,0,68,295597.000,2254,295597.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.046,-0.003,0.004,-0.005
$,@,41242,5942,5942,0,68,295598.000,2254,295598.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.045,-0.007,0.005,-0.004
$,@,4161,5942,5942,0,68,295599.000,2254,295599.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.046,-0.005,0.001,0.001
$,@,60791,5942,5942,0,68,295600.000,2254,295600.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.045,0.002,0.000,-0.001
$,@,52431,5942,5942,0,68,295601.000,2254,295601.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.441,-0.044,0.004,-0.004,0.008
$,@,52035,5942,5942,0,68,295602.000,2254,295602.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.045,-0.002,0.010,0.007
$,@,43125,5942,5942,0,68,295603.000,2254,295603.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.439,-0.045,-0.004,0.002,-0.002
$,@,24927,5942,5942,0,68,295604.000,2254,295604.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.045,-0.012,0.006,-0.005
$,@,47,5942,5942,0,68,295605.000,2254,295605.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.045,-0.003,0.011,-0.002
$,@,24500,5942,5942,0,68,295606.000,2254,295606.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.439,-0.044,0.003,-0.007,0.001
$,@,6388,5942,5942,0,68,295607.000,2254,295607.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.045,-0.005,-0.003,-0.004
$,@,51717,5942,5942,0,68,295608.000,2254,295608.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.943,-2.438,-0.044,0.007,-0.010,-0.001
$,@,19601,5942,5942,0,68,295609.000,2254,295609.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.044,-0.001,-0.005,0.002
$,@,38782,5942,5942,0,68,295610.000,2254,295610.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.044,0.008,0.007,0.003
$,@,51816,5942,5942,0,68,295611.000,2254,295611.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.045,-0.001,-0.005,-0.002
$,@,3315,5942,5942,0,68,295612.000,2254,295612.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.044,0.000,0.004,-0.002
$,@,54188,5942,5942,0,68,295613.000,2254,295613.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.439,-0.043,-0.003,0.002,0.007
$,@,28664,5942,5942,0,68,295614.000,2254,295614.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.045,0.001,0.000,0.005
$,@,64066,5942,5942,0,68,295615.000,2254,295615.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.043,-0.002,-0.005,0.003
$,@,9454,5942,5942,0,68,295616.000,2254,295616.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.043,-0.004,0.001,0.001
$,@,25149,5942,5942,0,68,295617.000,2254,295617.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.045,0.008,-0.013,-0.000
$,@,43318,5942,5942,0,68,295618.000,2254,295618.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.043,-0.003,0.003,0.002
$,@,11319,5942,5942,0,68,295619.000,2254,295619.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.042,-0.003,0.002,0.003
$,@,54490,5942,5942,0,68,295620.000,2254,295620.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.044,-0.001,0.006,-0.000
$,@,13968,5942,5942,0,68,295621.000,2254,295621.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.943,-2.439,-0.044,-0.004,-0.003,0.005
$,@,13330,5942,5942,0,68,295622.000,2254,295622.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.439,-0.044,-0.004,-0.001,-0.003
$,@,52638,5942,5942,0,68,295623.000,2254,295623.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.043,-0.005,0.006,0.005
$,@,4551,5942,5942,0,68,295624.000,2254,295624.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.437,-0.042,-0.004,0.013,-0.000
$,@,34884,5942,5942,0,68,295625.000,2254,295625.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.943,-2.438,-0.043,0.001,0.008,-0.002
$,@,41477,5942,5942,0,68,295626.000,2254,295626.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.437,-0.043,0.001,0.001,0.002
$,@,11210,5942,5942,0,68,295627.000,2254,295627.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.437,-0.043,-0.005,0.000,0.000
$,@,17324,5942,5942,0,68,295628.000,2254,295628.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.439,-0.044,-0.002,-0.015,0.002
$,@,34681,5942,5942,0,68,295629.000,2254,295629.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.439,-0.043,0.003,-0.008,-0.000
$,@,18871,5942,5942,0,68,295630.000,2254,295630.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.943,-2.439,-0.043,0.000,0.000,0.001
$,@,43437,5942,5942,0,68,295631.000,2254,295631.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.943,-2.439,-0.043,0.005,0.003,-0.005
$,@,61598,5942,5942,0,68,295632.000,2254,295632.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.044,-0.004,-0.010,0.001
$,@,57124,5942,5942,0,68,295633.000,2254,295633.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.044,-0.003,-0.001,-0.004
$,@,64123,5942,5942,0,68,295634.000,2254,295634.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.943,-2.438,-0.044,-0.003,0.013,0.001
$,@,42395,5942,5942,0,68,295635.000,2254,295635.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.943,-2.439,-0.043,0.005,-0.009,0.005
$,@,36730,5942,5942,0,68,295636.000,2254,295636.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.943,-2.439,-0.042,0.007,-0.010,0.001
$,@,43954,5942,5942,0,68,295637.000,2254,295637.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.439,-0.042,-0.007,0.010,-0.003
$,@,18615,5942,5942,0,68,295638.000,2254,295638.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.440,-0.041,-0.002,-0.003,0.001
$,@,59130,5942,5942,0,68,295639.000,2254,295639.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.042,0.001,0.001,-0.006
$,@,42403,5942,5942,0,68,295640.000,2254,295640.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.437,-0.043,-0.005,0.010,0.001
